Population_Members,Peak_Flow (CFS),Total_Runoff_Volume (1000*CF),Total_Costs $,Social_Context_Score,MultiObjectiveRating,,
childKM9DW80gen13,338.203,3780.5544,24787268.87,2035.480952,3.116197917,,
child9AQ2FTQgen13,337.6335,3779.7534,24988825.7,2037.25572,3.114269448,,
childVXWLDLEgen13,339.313,3773.0961,24267073.37,2037.456261,3.117744897,,
childE68GUB3gen13,339.2655,3779.5347,24463863.12,2038.015686,3.119379707,,
childPALKJKZgen12,343.773,3834.9279,23694105.15,2038.528366,3.14871337,,
childA1TF2R7gen2,351.066,3802.8816,24984211.36,2040.422989,3.162995454,,
childYSLXFRMgen6,340.511,3787.1523,24536679.94,2040.509171,3.125494208,,
childMXZ0WMEgen3,349.874,3801.2337,24507839.6,2041.578606,3.158848454,,
child0KFOF80gen11,339.804,3799.5813,24227687.95,2044.245039,3.126836963,,
child5RMQ34Qgen11,337.249,3757.6908,24580916.65,2044.39154,3.107364598,,
childAZY54UVgen16,336.404,3783.2166,24520578.92,2045.991998,3.111751072,,
childU1QEY6Qgen13,339.519,3787.8759,24397428.91,2046.735554,3.122858766,,
childXDRIR0Rgen15,337.4085,3799.125,24511609.37,2047.454652,3.119323816,,
child9GE69HYgen8,342.6085,3797.2629,24416795.05,2048.89552,3.135242898,,
child0ZSWV0Pgen11,338.0695,3770.9127,24473499.84,2049.475762,3.113792313,,
childGQKPD4Ogen12,341.1545,3813.7158,23929858.04,2049.65208,3.135196405,,
child0X21J4Igen3,349.339,3840.7158,24850736.38,2050.863455,3.16837732,,
child0QCNR5Pgen3,351.71,3822.1299,24228644.33,2052.203481,3.170823497,,
childK7Y6K89gen3,352.946,3861.1737,24296764.84,2052.33071,3.18538108,,
childKYXQXU6gen3,349.584,3820.4559,24687954.24,2054.657865,3.163790789,,
child8SZKD3Jgen7,343.247,3787.803,24552279.84,2054.773947,3.134940352,,
child5DZEQ6Kgen18,354.4825,3808.9332,24701604.12,2055.082234,3.176075914,,
childO3Y8OT8gen11,339.4645,3797.5815,24741559.74,2056.684603,3.125798245,,
childGP20FLRgen6,344.089,3789.0864,24669065.71,2057.544853,3.138068279,,
child6AO6WYQgen3,352.0295,3830.499,24342615.22,2060.424639,3.174494756,,
child8N9FLW7gen11,339.015,3780.567,24956291.92,2062.648187,3.120013272,,
child89HD7DQgen6,341.7965,3798.7965,24863056.65,2063.077848,3.133763147,,
child2O6M9GSgen15,335.2875,3763.4382,24761982.3,2063.34543,3.103639709,,
childNHJ5XCRgen4,344.1565,3784.3173,24844213.16,2064.559235,3.137302791,,
childMFG2P2Vgen14,336.5045,3746.6676,24329212.02,2065.872636,3.103005704,,
childM0PK3OEgen8,344.9345,3795.7266,24752895.35,2065.921972,3.142929567,,
childUQDZNONgen3,350.767,3825.5904,24991863.47,2067.06885,3.169489416,,
childG9YE4I6gen5,345.5385,3791.9655,24175037.75,2068.237217,3.143909932,,
childSEAH55Igen15,336.339,3742.9551,24922792.72,2071.344931,3.101724321,,
childQYV7775gen2,349.9865,3847.7403,24607408.71,2073.372366,3.173374495,,
childEJCM0VNgen2,351.402,3828.5901,24807026.82,2073.504766,3.172604359,,
child3MB3H6Tgen12,339.07,3825.864,24448565.65,2073.969854,3.133080767,,
child8DAM27Rgen15,333.6715,3737.6658,24704861.82,2074.352163,3.092026118,,
childXR9W70Igen3,348.1895,3833.0712,24428401.31,2074.631105,3.163772657,,
childLKLZVPEgen9,341.7095,3799.9422,24197159.73,2074.722528,3.134341131,,
child274IE8Cgen13,338.2975,3799.5354,24400080.99,2075.7185,3.123540821,,
child299O5EVgen2,350.842,3813.6798,24847907.32,2076.37455,3.166903213,,
childO6YOUNOgen14,352.927,3850.3323,23680225.64,2077.613728,3.183530426,,
child31O48OEgen3,351.63,3809.529,24881790.8,2077.918713,3.168320399,,
child068QE57gen6,342.0965,3809.1915,24976943.47,2078.085476,3.138240349,,
child0YUH8WKgen16,333.0595,3775.9572,24718489.07,2078.702334,3.100759198,,
childVZQU89Sgen11,337.736,3789.8064,24665246.97,2079.434827,3.119289136,,
childOHKD768gen2,351.758,3790.8405,24940391.87,2079.964829,3.163713997,,
child2PE1C6Dgen6,347.237,3817.6776,24098605.72,2080.5204,3.156844305,,
childRC8ZG1Jgen14,334.4845,3793.8546,24705294.36,2082.704799,3.110315693,,
childD6RLE28gen12,340.0615,3826.5651,24149343.55,2084.76934,3.136891546,,
child96IN3ABgen10,337.705,3799.5696,24629472.76,2086.338905,3.122177387,,
childP4Y4IGXgen3,350.05,3833.8803,24137460.48,2087.241745,3.170430902,,
childY93HMA1gen3,351.984,3818.8494,24978145.76,2087.599865,3.172427563,,
childNHPX6K9gen3,345.4595,3808.1889,24801616.41,2087.815447,3.148997896,,
childA0SBNHTgen15,341.865,3832.6347,23640346.24,2088.119555,3.144378587,,
childLDQOQ4Igen3,344.7885,3800.0241,24897977.18,2088.417711,3.144684774,,
childOB3CDAIgen15,333.452,3791.5866,24672379.95,2088.768999,3.106728316,,
childH7DZVNWgen15,335.681,3789.1053,24863560.56,2091.455689,3.113188178,,
childBOZJZZGgen2,351.8515,3826.2159,24936766.12,2092.539778,3.174251038,,
child97F8OGKgen2,350.6965,3842.3583,24796452.94,2092.567619,3.175026782,,
childS13SX8Kgen2,354.4055,3818.25,24920459.19,2093.450348,3.180153435,,
childAH39KMBgen8,347.2095,3836.9826,23672812.73,2094.707945,3.162686448,,
childJ7NDGL3gen7,342.566,3787.7985,24175389.52,2095.585018,3.13468489,,
childMNKLBD4gen15,334.3795,3756.06,24453055.88,2099.893035,3.100458997,,
childL56MLVKgen2,353.1875,3823.1622,24880085.57,2103.340401,3.17812035,,
childGXNYBCZgen5,342.687,3809.0817,24659266.62,2103.947961,3.14126499,,
child2XTRYLTgen16,332.0185,3742.5915,24632387.21,2108.115704,3.089732744,,
childOVJK0WDgen16,333.3545,3764.9637,24675610.51,2110.871989,3.100173615,,
childS5EISC9gen19,328.469,3764.0943,24759307.64,2111.806414,3.084607996,,
childPQ1NJ63gen4,342.9395,3793.4568,24647419.1,2113.115009,3.138216475,,
childNW9FHK0gen2,353.164,3853.314,24529684.25,2115.539628,3.186845325,,
childREWRAJQgen13,340.2305,3786.4233,24011442.66,2116.29726,3.127919458,,
childRLYLSNWgen14,335.789,3757.9752,24898702.5,2117.832379,3.106246891,,
childFNI8PU4gen3,346.582,3835.9548,24534617.96,2118.268726,3.161521642,,
childSRH4OPNgen2,353.277,3816.9315,24917613.8,2119.341599,3.177440761,,
childJWIIQN9gen17,331.056,3758.1975,24779326.67,2120.158371,3.091523621,,
child656B5WEgen16,330.546,3760.7571,24786014.37,2121.062509,3.090659851,,
childKLX96IDgen2,350.9115,3797.8812,24949490.5,2121.418156,3.164891571,,
childVWTYTA2gen6,344.2745,3812.9391,24759081.65,2122.083828,3.148152439,,
childCCT9H8Dgen16,334.681,3740.4,24304545.13,2122.124351,3.09815958,,
childEILICEZgen15,340.798,3807.0495,23409507,2122.635,3.135631261,,
childIHJYZR7gen2,349.2985,3831.9921,24122335.78,2123.484863,3.169227817,,
childOWUSGQ6gen16,332.8105,3762.4347,24539088.5,2123.755861,3.098367507,,
childRRT3N44gen15,335.1495,3755.4057,24405907.62,2126.708634,3.103943806,,
childJWPK8X3gen11,338.387,3786.6627,24461883.28,2128.127927,3.122732,,
child42D580Qgen15,335.219,3749.6763,24556995.43,2128.561685,3.102683527,,
childSFKIOJ7gen13,339.2435,3816.2385,24819233.3,2128.860878,3.133537874,,
childE9OSMKHgen15,335.5305,3759.9309,24575126.48,2129.57159,3.106510863,,
childJSA66M2gen15,333.6665,3751.6212,24912911.73,2130.075372,3.098400033,,
child048KLO3gen14,334.5225,3809.2824,24854384.47,2130.543529,3.116862178,,
child6L34WOAgen3,345.5305,3831.138,24809471.62,2130.543857,3.157465804,,
childXNGZWXRgen8,341.22,3791.5713,24364845.97,2132.518589,3.13318927,,
childVP74851gen18,328.687,3746.5218,24937426.33,2133.360927,3.081492241,,
childVT5QZ78gen9,340.056,3776.8257,24688164.9,2133.879298,3.125562888,,
child8UCGGW7gen16,330.123,3726.1278,24832386.84,2134.454052,3.080491379,,
childBIAVAUYgen3,342.828,3813.4206,24514107.29,2135.856752,3.144370065,,
childT04QSXVgen17,330.456,3757.2876,24964154.78,2137.960924,3.090211091,,
child7NEZE1Igen15,336.1925,3762.3447,24617424.57,2140.439032,3.109755805,,
child8DZI7BGgen9,340.0965,3788.4582,24561769.88,2140.44026,3.12917073,,
childZZO1S10gen8,340.9655,3790.9737,24329000.55,2141.64955,3.132647833,,
child9130YHPgen4,342.4985,3819.4776,24460956.74,2143.998242,3.145364234,,
childDQ7CWZGgen1,350.4525,3836.4444,24781598.37,2146.073917,3.175119854,,
childA0RT0F2gen19,327.0535,3711.2175,24960637.96,2146.130317,3.067301999,,
childFEU8EMRgen10,339.744,3813.5799,24791315.73,2148.42329,3.135291752,,
childX9ARYEUgen18,329.169,3768.7374,24683381.54,2149.403904,3.089818179,,
childILV88KIgen16,330.703,3727.7712,24585571.13,2151.254028,3.083542438,,
childX7HBFMOgen18,326.9955,3741.7896,24991445.86,2152.842713,3.075779321,,
child1ZT3Q65gen6,344.6215,3823.8309,24285074.44,2153.319628,3.153664109,,
child4PLHHMTgen18,330.6355,3773.8422,24742326.36,2153.453988,3.096013803,,
childSCOBJT2gen16,333.263,3789.4365,24496005.32,2154.714167,3.108597901,,
childMPP72A2gen3,352.371,3809.142,23976729.99,2155.650886,3.174142989,,
childHQECTD6gen2,351.975,3824.361,24110502.91,2155.841192,3.17706214,,
childRW7MSAJgen15,333.57,3762.1584,24645494.86,2156.002535,3.102173819,,
child6F94HR8gen14,332.943,3788.6508,24343963.76,2157.007114,3.1074826,,
childMV6USKUgen2,351.3325,3799.9845,24950990.24,2157.049696,3.16843934,,
childTB83EUVgen8,343.5025,3799.0089,24646744.78,2157.076738,3.143538345,,
childACZ8EHLgen18,326.6555,3743.2782,24997114.47,2157.52361,3.075332697,,
child0VZCUK6gen2,352.551,3819.8052,24545607.59,2157.991324,3.177729736,,
childRQE51FGgen2,350.197,3833.6508,24781091.09,2158.692332,3.174136919,,
childD83A44Igen2,350.726,3788.8614,24838705.06,2159.416781,3.16360291,,
child0Y60B9Egen2,351.708,3825.2835,24710190.4,2159.889568,3.17666133,,
childSM76E9Wgen17,331.6685,3730.7151,24550681.46,2162.284291,3.087894597,,
childH5QFIKOgen18,326.577,3740.7654,24992075.05,2163.131183,3.074658942,,
childACCJKBAgen2,351.0145,3828.9105,24985399.7,2164.366776,3.175677046,,
childOMFPMDIgen17,329.6075,3746.754,24494527.01,2164.725586,3.085903171,,
child4OJYJDFgen1,356.1295,3824.4195,24952264.64,2164.900818,3.190568779,,
childY8EIVXCgen5,352.7705,3798.7173,24348638.04,2167.979848,3.173123463,,
child68SF351gen2,352.4225,3784.6197,24455550.55,2168.18876,3.168188164,,
child8YZL26Hgen15,327.9845,3761.9181,24922468.55,2168.709029,3.085122292,,
childPQCE331gen2,356.943,3838.959,24169046.83,2169.754706,3.197323647,,
childQ3SBQIWgen2,355.6785,3863.5695,24772997.96,2170.219648,3.200087723,,
child4AMDZO9gen16,331.7025,3753.4743,24972169.75,2173.384915,3.094730739,,
childPQ5LX6Agen17,329.8555,3741.8031,24768914.18,2173.794767,3.085751028,,
childPDHOXEKgen19,327.6395,3738.8313,24796305.39,2175.814428,3.078060606,,
childMHLZ1W5gen16,335.728,3782.5443,24439590.62,2177.473392,3.115524488,,
childV8ANY03gen2,344.4555,3825.6975,24586835.79,2180.160138,3.154893555,,
childDTLDYKTgen18,328.0535,3727.7118,24750320.38,2183.274115,3.076671641,,
child015QAB7gen2,352.7845,3816.7632,24163305.77,2183.982859,3.178836326,,
childMK2AF14gen15,338.2055,3784.2678,24599247.22,2185.201392,3.124147814,,
child8DSP5AOgen17,329.8915,3766.9653,24825623.95,2188.880094,3.093434101,,
child3MI5EXSgen19,327.1445,3743.2719,24850279.49,2189.257524,3.078337935,,
childCGVRG5Ugen2,349.916,3844.9638,24850374.54,2190.132137,3.177797159,,
childFLGSQPFgen19,327.103,3731.2947,24853702.04,2193.075952,3.075113088,,
childF6V55ICgen18,328.25,3737.3886,24604147.95,2194.240654,3.080440067,,
childRDNK72Dgen2,349.1825,3837.024,24299148.04,2194.317421,3.173514632,,
childU9F5X2Hgen2,354.4835,3829.1526,24414385.27,2195.092501,3.188079553,,
childZN8G4UFgen17,332.7235,3742.236,24439019,2195.742263,3.095908505,,
child0W2UWIBgen2,350.5585,3801.0564,24902875.35,2196.295953,3.168112825,,
childEC50IDDgen2,351.987,3841.8984,24570533.77,2196.427989,3.183767386,,
childGLT81C1gen2,346.923,3833.0208,24242521.14,2197.843046,3.165475354,,
child7Y3KIFNgen2,356.122,3838.0797,23745502.64,2198.018731,3.19580821,,
child8NCJQ00gen2,354.4695,3826.161,24711891.25,2198.270682,3.187365563,,
childW7D0SX2gen19,326.9715,3708.8604,24977404.51,2200.572253,3.06891943,,
child6KUJT0Fgen16,329.1335,3739.5999,24892189.53,2202.531869,3.084207412,,
child9R6P48Pgen19,325.509,3750.9525,24952125.3,2202.956412,3.075923546,,
childMQUAJ2Sgen15,331.028,3768.3405,24778005.97,2203.87139,3.098079159,,
childK0U00OVgen16,330.3455,3748.7016,24741222.46,2204.243805,3.090585652,,
childKG72M97gen18,324.748,3747.1977,24986716.82,2205.540225,3.072623311,,
child7GVYFW5gen14,336.767,3766.185,24707722.97,2206.903727,3.11568763,,
childYCGQMHIgen18,330.1205,3748.0986,24849236.98,2208.147911,3.0898937,,
childSRNGUW4gen2,355.4765,3852.7884,24058961.58,2208.415996,3.198275287,,
childNHK8GDMgen16,352.842,3787.0839,24736534.52,2210.194405,3.17212472,,
child22B3J0Qgen2,349.2485,3818.2392,24624643.68,2210.531833,3.169342457,,
childHM1LW29gen16,329.1635,3749.4207,24942478.2,2211.166473,3.087383396,,
childZLZ0J17gen2,350.0905,3837.4335,24662768.71,2211.444859,3.177275865,,
child9E58VAMgen17,329.359,3757.4487,24784410.12,2215.164334,3.090375934,,
child4JX2KBAgen18,328.913,3758.1993,24615452.47,2215.262314,3.08918219,,
child8OACR9Hgen17,328.6875,3739.7169,24849627.23,2216.960394,3.08350374,,
child2U78A0Jgen17,328.6235,3729.1284,24659250.09,2217.346207,3.080428517,,
childT663LOMgen17,329.305,3761.4519,24595454.46,2219.221772,3.091487049,,
childB39FWTTgen1,350.069,3820.635,24968746.21,2219.923664,3.173012898,,
child9QU8S5Mgen17,331.69,3786.8985,24306473.59,2220.195599,3.105985564,,
childCV2WWZCgen19,324.9895,3737.3337,24957750.26,2220.199466,3.071367618,,
childBL4NNGCgen2,359.109,3842.3988,24536917.58,2220.523705,3.207427214,,
childWLVTU0Rgen5,346.0775,3829.0446,24157200.83,2220.584718,3.16278154,,
childHGC67KFgen17,332.5615,3801.0096,24398182.5,2220.643306,3.11260204,,
childIHRS7KMgen2,350.7955,3803.4333,24653846.41,2220.69089,3.170636445,,
childOU081DJgen18,326.063,3717.0747,24785513.37,2220.720257,3.069236595,,
childWWTZZHBgen19,325.4295,3723.0858,24943378.48,2221.062335,3.068900845,,
child8SSR9AAgen17,332.032,3743.757,24431588.07,2221.682004,3.095348488,,
childO605JS8gen1,353.774,3823.344,24522244.12,2223.279938,3.185565201,,
child7BSZ9HIgen14,330.546,3789.063,24230594.15,2224.578339,3.103180078,,
child1FX9AOXgen16,332.9615,3798.1467,24152149.57,2226.049136,3.11332886,,
childPKWMH1Ogen18,327.818,3744.8118,24770985.07,2226.594555,3.082605207,,
childEXNCU8Kgen2,350.0785,3799.5003,24894996.53,2226.657536,3.167582513,,
childMONU50Jgen16,329.313,3720.3912,24873262.84,2226.782503,3.080648434,,
child0TXIHI7gen2,356.824,3844.4238,24528197.26,2226.947466,3.201088104,,
childDEKEZP8gen15,334.6095,3775.0608,23904192.65,2226.989302,3.112252788,,
childXSK9XAFgen17,329.7815,3730.5666,24916578.21,2227.284038,3.084924592,,
child3HUX8OMgen18,330.667,3751.7148,24188151.11,2227.579993,3.09349992,,
childWTGSA3Pgen2,347.7415,3809.988,24936347.6,2228.552397,3.163181386,,
childBBH9UJ1gen2,350.724,3825.5553,24656194.7,2229.880223,3.17687819,,
childJZCJUQXgen18,330.4605,3756.1194,24874396.48,2230.517685,3.094189027,,
childHYWHF9Ugen17,330.48,3751.4484,24543037.12,2230.93655,3.092994117,,
childJ7PIZXDgen18,329.21,3751.7886,24932477.08,2231.228775,3.089104701,,
childSFX9L82gen16,332.2405,3738.8448,24750122.38,2232.452811,3.095161372,,
childC9DN60Dgen19,327.198,3755.5056,24980474.44,2232.533601,3.083849759,,
childCRB2T52gen2,348.964,3832.9272,24506951.93,2233.906376,3.173540197,,
childZ623YB5gen19,329.787,3752.8524,24436660.31,2234.864478,3.091378891,,
child6EI0NR4gen18,330.9935,3750.6447,24345031.21,2235.294765,3.094591936,,
child0HIFEAJgen18,327.8235,3735.7938,24969728.7,2236.133211,3.08060108,,
childIWW918Jgen15,335.1555,3758.3874,24386880.06,2236.192579,3.109843054,,
child81TE4MLgen15,330.199,3759.0381,24825011.31,2236.562306,3.094443053,,
childFGKQ02Zgen2,349.2785,3796.8246,24558413.71,2236.921406,3.164809646,,
childUG9UVDQgen17,327.8395,3738.5784,24941819.92,2237.556936,3.081477772,,
childDGSWO4Sgen18,327.557,3690.009,24892433.62,2238.934413,3.067388415,,
childFTWQ777gen3,353.2545,3842.2512,24327714.68,2240.288412,3.189881238,,
childPL5U9A8gen19,328.135,3719.7612,24710742.19,2241.407718,3.07744674,,
child6K6AFTTgen2,353.6815,3825.2115,24817902.58,2241.80691,3.186641462,,
child2WJ52PVgen18,329.5305,3741.0372,24992483.11,2243.151579,3.087728599,,
childZR80Z4Ggen18,331.7505,3731.1489,24889823.73,2245.222033,3.092108785,,
childUIRDENAgen19,325.479,3740.2893,24852825.24,2246.273891,3.074921444,,
childGJ8NA3Xgen16,328.1305,3728.1168,24786708.78,2246.338937,3.079942666,,
childN64123Zgen18,328.1615,3754.9332,24892899.65,2247.366558,3.087411286,,
childJKW2J3Ugen19,325.7835,3736.5408,24931375.51,2248.176951,3.074943851,,
childDFILIR0gen19,329.8645,3753.1665,24649650.84,2248.738221,3.092350483,,
child94SOQFOgen16,329.3325,3737.9817,24770712.34,2249.64845,3.086571796,,
childTY8DOJEgen2,349.6815,3802.4802,24605162.52,2250.116467,3.168232724,,
childG5GYAHQgen19,325.193,3754.8738,24913571.59,2250.547899,3.078202373,,
childE53WUNAgen17,331.4415,3760.9209,24564939.52,2251.574001,3.099561192,,
childEZ8DYQ4gen2,348.086,3824.9118,24854309.78,2251.816579,3.169417461,,
child5NLOSG1gen19,330.7595,3761.5302,23986471.87,2252.799507,3.097638497,,
child15ZJ7ENgen18,335.1455,3795.228,24464833.66,2255.678254,3.12077437,,
childFBZC7KEgen19,325.9405,3733.8606,24994009.12,2255.975825,3.075066737,,
childYLRNSZIgen19,325.2875,3740.6322,24949639.45,2256.299867,3.074876491,,
childOPB704Egen18,325.792,3710.8881,24810301.81,2256.975431,3.068371993,,
child9NMB0JXgen17,327.6925,3734.1,24835068.72,2257.199501,3.08070112,,
child87D06V5gen2,350.8835,3822.4224,24035271.74,2258.559062,3.177851474,,
childH4I7C6Wgen17,327.283,3713.5206,24934545.98,2259.43493,3.07389592,,
childXA46I08gen17,329.185,3733.983,24765411.6,2260.238135,3.085505679,,
childKNBAZMMgen2,347.768,3843.5697,24526898.95,2260.267986,3.173903447,,
childD2ZG3FXgen18,328.4915,3745.5705,24543667.03,2260.347235,3.086493278,,
childEYAEP48gen18,325.962,3699.7659,24763876.52,2260.62342,3.066038208,,
child6QW9S3Cgen17,330.4245,3732.7959,24724650.75,2260.647963,3.08910033,,
childOO90S4Ngen1,356.882,3863.781,23839142.58,2260.955802,3.208130667,,
childL9P0JRTgen17,330.875,3769.4691,24571318.45,2261.882468,3.100590294,,
childU5LDNFOgen15,331.557,3782.4003,24508220.76,2262.142351,3.106279619,,
childTE06ZU9gen2,356.3715,3857.4036,24157037.36,2263.310999,3.204891781,,
childFUOTLMRgen18,327.7165,3735.1503,24814141.95,2263.774619,3.081367714,,
childR9NXD4Bgen16,329.035,3756.1122,24852445.05,2264.967661,3.091296038,,
child12UTSXZgen2,345.149,3827.1636,24373184.82,2265.528319,3.16142611,,
childBONVPLYgen18,327.8635,3726.3006,24978918.08,2266.236724,3.079527308,,
child5T0OE9Jgen2,353.526,3853.2843,24112891.17,2267.471683,3.195006429,,
child3X02CDMgen17,330.6195,3796.1019,24466343.54,2267.889942,3.107337777,,
childZNCXLZBgen17,332.8765,3758.598,24489897.14,2267.970029,3.104200484,,
childST6KR63gen2,345.9755,3803.0427,24891307.85,2269.24533,3.157611156,,
childIVJ4N4Dgen17,327.6805,3729.4272,24707881.09,2269.797916,3.079970184,,
childR0RPV6Xgen1,347.459,3799.2132,24996815.89,2270.364728,3.16128471,,
childS6URS6Jgen2,350.1925,3827.7684,24351579.42,2271.018356,3.177713863,,
childNLB1UBLgen19,327.262,3709.9044,24924961.06,2271.110432,3.073382518,,
childJEV6UAVgen19,323.308,3761.1738,24837356.45,2272.662325,3.075015339,,
childZST1T9Hgen19,327.5535,3729.2769,24467316.81,2272.968276,3.079676253,,
childX8NBCDIgen4,344.2535,3807.7083,24364420.19,2273.505882,3.153664482,,
childK6PV9ZYgen18,325.8365,3739.1076,24925734.43,2274.778784,3.077042525,,
childYP51AD2gen19,327.513,3757.0212,24634826.18,2274.849882,3.087212834,,
childRWBRD3Egen1,351.654,3873.9753,24446000.18,2274.990946,3.195115114,,
childSN48BVGgen17,329.5265,3730.3569,24840788.95,2278.411037,3.08643077,,
childF2LASTBgen18,325.7645,3733.9938,24701556.11,2278.681143,3.075599986,,
childUTJOIICgen18,328.932,3739.6305,24825699.48,2279.587457,3.08714732,,
childU11312Ygen2,353.8555,3833.0325,24339252.93,2279.741346,3.191080145,,
childBKHZMLRgen17,330.4715,3735.8856,24762042.18,2280.368557,3.091004519,,
child3OM6STOgen19,329.209,3753.5148,24388959.01,2280.856543,3.091869367,,
child67N16OWgen19,326.1375,3747.114,24888676.78,2284.691038,3.080634775,,
childDKB4YPXgen18,325.4285,3726.2826,24943847.48,2286.530199,3.072800089,,
childA42RDOYgen19,324.953,3738.8007,24848345.27,2287.024986,3.074745582,,
childJUDRC32gen19,328.8185,3752.8254,24445512.55,2288.144064,3.090789659,,
child3TWVHBUgen19,325.925,3740.6484,24570751.72,2288.927166,3.078396444,,
childLNPKKSXgen1,352.296,3838.0005,24263176.34,2293.607013,3.188171786,,
childA5LDCP7gen15,338.164,3786.2667,24880855,2295.082934,3.129647607,,
childGPTYIZGgen1,349.5855,3814.1991,24714616.9,2298.536347,3.173371594,,
childZREE87Lgen2,354.195,3820.4658,23971692.29,2298.92739,3.189604154,,
childHF716RWgen18,329.0485,3797.9856,24364924.35,2299.948375,3.104392736,,
childXG632CSgen17,333.3515,3768.5178,24693797.32,2302.116083,3.109984097,,
child9V1RY7Qgen17,330.4665,3748.7088,24677483.48,2302.266119,3.095504041,,
